id,text,polarization,back_translated
swa_9680c4fd5cc0cd636ccde9ad03e968d2,ugakua wi nui wee rt hawa ma twins wote ni wakikuyu sasa wezi wanakuja in double double,1,Wewe kukua na nui wee Rt hawa mapacha wote ni Wikuyu sasa wezi kuja katika mara mbili mara mbili
swa_61c4a985ee8dabe22909b5e5e661cd5f,ukabila lakini wakisii wengine wanaonanga kama watu wote ni wajinga kama hao,1,lakini watu wengine wanafikiri kwamba watu wote ni wazimu kama hiyo.
swa_7cfa12af0a5b35fc64ba24e827b5e582,which shit wakikuyu nyinyi ur thieves and this is coming to an endhapana tawala wakenya kwa lazima,1,Ambayo shit wakikuyu ninyi wezi na hii ni karibu mwisho
swa_eb512a2d38b3aa734639812a40772463,who cheated you that kenya will move on hapo ndio mwanzo myaipenda nyinyi wakikuyu,1,ambaye alishindwa wewe kwamba Kenya kuhamia juu kwamba ni mwanzo wewe upendo wewe wikuyu
swa_21ff35e14b18cf1020457564b9690fdd,why all this noise from kikuyus the good thing is that ile deni kenya iko nayo ni sisi raia tutalipa endeleni na kelele za ngiri,1,Kwa nini hii kelele yote kutoka kikuyus jambo zuri ni kwamba deni Kenya ina ni sisi raia kulipa go-ahead na kengele anapiga
swa_c1f2e5332cc852b8eac0319878212b2f,why not uhuru stop being shellfish munajipenda sana nyie wakikuyu,1,Kwa nini usiache kuwa mnyama?
swa_0648723c1282381ca384a8c05ea70c14,winterfell inafaa kuwa northeast alafu alshabab ndio wildlings dothraki ni maasai alafu wakikuyu ni targareans juu ndio wako in power,1,Winterfell suti kuwa kaskazini mashariki ya Alshabab ni wanyamapori Dothraki ni Masai ni tini ni targareans juu ya wale wenye nguvu
swa_a00d9776fe92ca6e51d9b78202ccd0a1,woke twitter kazi ni ku profile kikuyus wakijifanya hawako tribalfaggots,1,Wake up twitter ni kazi juu ya profile kikuyus pretending wao si tribalfaggots
swa_dec6f425d71426831634cb081f14dfce,uchochezi ya mamako u kill luo n we kill kikuyus be warned,1,Mama yako anataka kuua Luo na sisi kuua kikuyus kuwa onyo
swa_0d6780fc266493eda7ae5e0e77ee47ca,wacha hatebaba rt this fucking luos mnanitell what kufeni na odm umbwa hizi kot,1,Hebu chuki baba Rt hii fucking Luis mimi kusema nini kufa na ODM mbwa hawa kot
swa_7d72c7c8888bd6e97f75bd67165f4a8e,hawa wakisii sio wezi walikua wanajaribu kama wanaeza tembea nje ya nakumatt na hizo mafuta ndani ya miguu kwa,1,Wavulana hawa si wezi wao kukua kujaribu kumeza kama wao kutembea nje ya kumatt na mafuta hayo katika miguu kwa
swa_56fc8b80c6e4ed59eb88e5c559828262,sindano maani kama dick ya mlunje ni thermometer ya sisi wakikuyu si ni wire ya bulblol,1,Naili ina maana kama kifafa cha shovel ni thermometer ya sisi tini si waya wa bulblol
swa_1fbeb2b297b138fd1a3c156080e0ab1a,sio hivyo baba unajua hii lugha inabadilika kila sikusounds like the words are borrowed from maasai and kale,1,"Hapana, baba, unajua lugha hii hubadilika kila wakati mimi si."
swa_5b3ca7134e514e502bcd273121244c16,sisemi ati wakale ni washamba sana but shamba za hawa watu huwa kubwa sana coincidence,1,Sisemi kwamba watu wa kale pia ni wakulima lakini mashamba ya watu hawa huwa kubwa sana bahati mbaya
swa_242b9578eb491ab571179cebc450f62b,sisi kama wakisii tumesema izo skeleton sio zetu uliza wakamba lol birdsofthesamefeather,1,Sisi kama chicks sisi alisema kwamba Isos mifupa si yetu kuuliza watoto lol ndege kutoka same feather
swa_841113c57303cfe94fc6a797c5778909,sisi kama wakisii tunaomba supreme court iteremshwe kule nyamira,1,Sisi kama Sikhs tunaomba Mahakama Kuu kupunguza kiwango hicho.
swa_8405444fe8d0e5a2dbee3819918cae93,sisi kama wasomali tunajitokeza kumkana waitherero wakikuyu mlio kwa tl mkujieni,1,Sisi kama Wasomali tunajitokeza kukataa haki ya kupiga kura.
swa_e3b77d5a899e3fbdf8ea57833ab019ee,sisi nasi tuko na shida na uhuru na wakikuyu hatuna fake wokeness hehe,1,Tuna matatizo ya uhuru na hatuna ufahamu wa uwongo.
swa_942113b12c8204772632ee90ba7664e3,sisi ni wale tunaenda natives kucheki tu venye tweeps wakisii watareact jua cali akianza kuperform ile ngoma ya nakuroogaaa kuwa1natives pictwittercomusccfhtlim,1,Sisi ni wale kwenda kwa wenyeji laugh tu kuwa na tweeps wao ni kwenda kuwa jua cali kuanza kucheza ngoma ya mimi ni kwenda kuwa wenyeji pictwittercomusccfhtlim
swa_a6819230c47d638bb0516d0b836a5abd,sisi wakikuyu ndo kusema na hakuna senye mta do tihihi kwani mtu akinyce mbwa yake kama ina nyege iko sida,1,"Tunasema hakuna mtu mwingine atafanya hivyo kwa sababu mtu akiponda mbwa wake ikiwa ana UKIMWI,"
swa_d581c1915f8bd90dcf3e8b84c875b26c,sisi wakikuyu ni wajinga sana uhuru rigged elections which we know very well but ni raila tunatusi tuu,1,Sisi Wikuyu ni wazimu sana uhuru rigged uchaguzi ambayo tunajua vizuri sana lakini ni reli sisi tu kudharau
swa_64313248b465558ac077ae48f1a1aef0,u defiedright how many dead and how many injuredmtamaliza wajaluo na hii ujinga yenu ya kutaka uongozi,1,U defiedright ni wangapi waliokufa na wangapi waliojeruhiwa wewe kumaliza mauaji na hii ujinga wa uongozi wako wanataka
swa_b849d64d2a316fdcce2bafe667655b01,u sld tell raila that so he can stop using ujinga ya wajaluo kutafuta kiti,1,Mwambie Raila kwamba ili aweze kuacha kutumia ujinga wa wale wanaotafuta mahali pa kukaa
swa_adbb8834f47862a166821f9175844f59,uhuru kwa nini hujasoma moods ya wakenya hakuna mwenye anakutaka ila wakikuyu wenzio nkt,1,Kwa nini hujasoma hali ya hewa ya Wakenya? Hakuna mtu anataka wewe lakini washirika Wakikuyu nk.
swa_bc57060b9047bbc5fccd39f0d32b2d75,uhuru akishinda ntachinja kuku what cnn reported a young kikuyu man plans to kill luhyas if uhuru,1,Uhuru unashinda mauaji ya kuku CNN taarifa kijana kikuyu mtu mipango ya kuua luhyas kama uhuru
swa_74caec6fcc4495d66c18e1acb1ee1d8d,uhuru kujia maziwa yako ya brookside tumerudi kwa lato milk safaricom kujia simcard yako airtel ndani wakikuyu,1,Uhuru kuja kwa maziwa yako brookside sisi ni nyuma kwa lato maziwa safaricom kuja kwa Simcard yako airtel katika Willow
swa_2ea9b39d5ec80fbfe803936b3c1cc3c8,uhuru should ignore icc kabisa hawa wazungu wafanyie mikundu zao trials,1,Uhuru unapaswa kupuuza ICC kabisa watu hawa weupe kufanya kesi zao nyekundu
swa_afbd821ea173091bb15181c2d0f991b7,upole aki rt kwani migori alipewa makende rt notice how some kikuyus are voting cont,1,Mara ya kwanza niliona kura ilikuwa katika duru ya kwanza ya uchaguzi wa urais.
swa_1635ee494e059b517b110fb6d5a2e46b,ushawai jua maasai are favored sana hapa kenya masaai anaruhusiwa kuuza dawa bila lincense mkikuyu ukijaribu,1,Wamasasai wanaruhusiwa kuuza dawa za kulevya bila uvumba.
swa_cee5bf5eecd4f9d9777b2be0c17b023b,hawa wakisii wanashake weird moves on grapevine wanachoma pichaesagasanite,1,Hizi ni watoto wadogo kuangalia kwa ajili ya vitendo weird juu ya zabibu moto picha za sagasantite
swa_4e35b13ee421d266492bf8ed198d9c11,siku kama ya leo tcra mnatakiwa kufunga ofisi hawa waarabu na referee wao sio kabisa,1,"Siku kama leo, Tcra una kufunga ofisi hizi Kiarabu na jaji wao si kabisa"
swa_b5ba3cf84703b3303debc5c9128c962e,luos will kill uswacha mjaluo apate kazi kwa posho mill utaskia,1,Luos ataua Swathe kupata kazi katika posho kinu
swa_e6dde4b1fd7c3a8780c4c6451075a3f6,hawa wanacheza na sakaramenti ya waluya hiyo kuku maze wengine tunaskia kutafuta kisu hehe heylarry,1,Hawa ni kucheza na sakramenti ya Walloon kwamba kuku maze wengine ni kujaribu kupata kisu hey heylarry
swa_b1df038ad9fea5368e42511832f7b98c,hawa wanaume wakisii wanapenda kurudishiwa dowry,1,Wanaume hawa hupenda kulipiwa zawadi.
swa_5c9fc52b6af7d2e6f105e1da206367e4,hawa wanawake wetu wakikuyu ni vichwa ngumu but mungu alitupea grace ya kuwaweza,1,"Wanawake hao ni wenye vichwa vigumu, lakini Mungu ametupatia neema ya kuwa na uwezo wa kufanya hivyo."
swa_cf483851e5513820fb4aee258dc60bac,hawa wasee huuza maji ya kunywa kwa mattarget audience yao inafaa kuwa madame wakamba,1,Hao ndio wanaouza maji ya kunywa kwa watazamaji wanaotazamwa.
swa_afc8ff20437874718bf9b40ed9720719,hawa watu hurt followtrains za wazungu kwa tl what is your problem,1,Watu hawa kuumiza White followtrains kwa tl nini tatizo lako
swa_9991e72a130703dd4ff2c38363ed4225,hawa watu wa huku lamu wana mahaba wote au shida ni nini kwani bhalo tenge na wahindi kila pahali doh,1,Watu hawa wa nchi hii ni wote wapenzi au nini tatizo kwa sababu bhalo tenge na Wahindi kila mahali doh
swa_960590549a76edac6b33e619300f49a9,hawa wazee wengine bana si atulie atafute babe mkali wakale nae pension ibiza au bahamas hii summer,1,Hawa wavulana wengine wazee si utulivu kuangalia kwa baba mgumu mzee na pensheni Ibiza au Bahamas msimu huu wa joto
swa_914d559dc20e5e3a6f93fc3c84d6de84,kajiado town is next hao wamaasai wanauza mashamba kama credothe town looks like nyanzashauri yao,1,Jiji la kajiado ni next Massai huuza mashamba kama Credothe mji inaonekana kama baraza yao
swa_6a001220ef5dfc0910cf5177c1ea0cf3,kalenjinphobia ni fear ya wakale hawa mafala wanatuenjoy tujuane,1,Kalenjinphobia ni hofu ya wazee maneno haya sisi kufurahia kupata kujua kila mmoja
swa_6f0e014e7d2425040bf10b7a895d5d0b,kama sio wajaluo kikuyu wange kunya kwa kichwa ya kabila zingine hapa kwetu kenyattas hawana shamba,1,"Kama haikuwa kwa Kikuyu, wangekuwa wakiondoa vichwa vya makabila mengine hapa Kenya."
swa_786e3adcc6564ca89e9dff64e4d9f34e,kikuyus will kill you ati ukipata mkikuyu hell si ati ako apo juu ya dhambianauza fire extinguisher,1,Kikuyu atakuua Ati kama kupata kikuyu kuzimu si Ati ako apo juu dhambi kuuza fire extinguisher
swa_857aacaad894e8f0cbd1b8ae6d19b93f,kikuyus will killu us ati ukipata mkikuyu hell si ati ako apo juu ya dhambianauza fire extinguisher kagotho,1,kikuyus ataua sisi anasema kama kupata kikuyu kuzimu si ati ako ambapo juu ya dhambi kuuza fire extinguisher kagotho
swa_064deede228f6dc92f4e8da7a48c2d56,kikuyus will kill me ati ukipata mkikuyu hell si ati ako apo juu ya dhambianauza fire extinguisher,1,Kikuyu ataniua ati kama kupata kikuyu kuzimu si ati ako apo juu ya dhambi kuuza fire extinguisher
swa_1339e3cd27b4b2e3d6546366a8573427,lmao hata wakikuyu na wakale wanaibiwa hawa wezi hawatubagui be wise time ya elections,1,Hata wazee na wazee ni kuibiwa wezi hawa si tofauti kuwa wakati wa hekima ya uchaguzi
swa_448c5451585bb7c7eb5fd900dd4a1429,lmao nani anawatch weddingshow sasa hawa wanaume wamevaa nini hiyo soo gay mpaka tu ni wakamba,1,IMAO ambaye kuangalia show harusi sasa wanaume hawa ni kuvaa nini kwamba soo gay mpaka tu ni paka
swa_e42fbb7eb24ec7e0c7fb43e3507d3f9a,lmao pemba jiiinga oya hawa wamasai hujawaiba mikocheni kwenye nyumba za watu,1,Misa huiba kutoka jikoni za nyumba za watu.
swa_05e276b3bf629a2fd35b944b308160c3,lmao rt kiswahili kitukuzwe rt these kisiis are wasting kenyans kukiambia tu usiku and we aint seeing even,1,Lmao rt swiss glorified rt these kisiis are wasting Kenyans just telling it at night na hatuoni hata
swa_34df6879eea14b297ced76ba1140c614,lmao rt hawa wakamba wa germany wana majina ngumu ill just call em chipukizi or kimondio,1,Lmao rt hizi Ujerumani paka wana majina ngumu mbaya tu kuwaita sprout au kuaga
swa_6c29c745643e40d9f36b30ed82010c05,lmao rt lol kenya ikirankiwa the most ugliest ni fault ya wakale hawa ndio huonekana sana internationally juu ya kukimbia,1,Lmao rt lol kenya iranish mbaya zaidi ni kosa la wazee hawa ni wale ambao kuangalia sana kimataifa katika kukimbia
swa_56c4c4fd14a1197a6589ff0b24157b12,ngori ni hawa wakale watiaji,1,Hao ni watawa wa kale.
swa_7409bd4758d368d48dfbba4a8d78ea3e,wangine si wakenya wakenya ni wakikuyu wakale,1,Wengine si Kenya Kenya ni tini za kale
swa_870df7ea456a5a298b6d97fd2f3f78aa,vic unajaribu kwambia wazungu warudi makwao,1,Vic anajaribu kuwaambia wazungu waende nyumbani.
swa_1af374e0d6de1df019eb3d4c3ddca4d8,vichwa ni zile zilekinyozi ni yule yule wembeniuleule tofauti ni raundi hii tunawanyoa bila maji nyinyi wajaluo nasademos,1,Vichwa ni hairdresser sawa ni moja.
swa_ca88862b8cd49767645bbccd12f028c7,why are only kikuyus angry about his move ihope kiburi na kujipiga kifua cha dp ruto sasa kimefika mwisho,1,Kwa nini tu kikuyus ni hasira juu ya hoja yake ihope kiburi na kujipiga mwenyewe Dp Ruto sasa ni juu
swa_9c2bd6fae5dffdee3be9f51fa37a1dce,why do it in the lib hawa wazungu wanakatsia big tym,1,Kwa nini kufanya hivyo katika Lib?
swa_fafbf63b41ba35b340cbe73ec0bdb303,why do other kenyans hateon kikuyus we are all kenyans ata mimi ni mkenya,1,Kwa nini Wakenya wengine wanachukia kikuyus sisi sote ni Wakenya hata kama mimi ni Wakenya
swa_2bca5ea49e76e1f6b5d40e486678afe2,Waarabu wana rangi sijui ilitoka wapinoma sana,1,Waarabu wana rangi sijui walitoka wapi
swa_3f5b7b89a26ed5888e4c88af7061d1aa,with fagia hao wakikuyu wajinga wote wakabila wataenda nyumbani wajaluo sanasana,1,"Na hizi faggots, makabila yote kwenda nyumbani, wote sawa."
swa_8383e95136ea8588d587f5d2a69b0a3b,Ujinga si kitu kizuriheri wakisii kuliko wamasai,1,Ujuzi si bora kuliko Masai
swa_51f513f9449de47b9d8716c7632a464c,Wakisii wote huwa waongo haki ni ukweli,1,Waislamu wote ni waongo.
swa_ea2a7313c379bf6de2394d82eef05321,woi hawa wazungu wanafanya tabia mbaya kwa tv things i said wen still young,1,Wow watu hawa wazungu ni kufanya mambo mabaya katika TV mambo mimi alisema wen bado vijana
swa_2f779c381d6c5d4427fae956efee5069,yaani hao wasichana wote wakisii wanaimba wamenyolewa nywelekisii schools should stop insisting that female students shave mashujaaday,1,"Yaani, wasichana hao wote wanaojiteta wakiimba wanadhulumiwa."
swa_49f0e6f1d25a2a9970306757f04695d2,yah mt view ni station ya wakisii bana rt are u on fmnani hao mafara,1,mt yah view ni kituo cha watoto watoto rt ni u juu ya fmnani pwani
swa_b5f01e6e7d860eed1d60186a0d27257c,yani hapa mitaani ukitembea bila viatu waanza kukuita teja yani hivi hawa wazungu hamuwaiti mbona uswazi yataka roho ya chuma,1,Nani hapa barabarani kutembea barefoot wao kuanza kukuita teaser ni nani wale watu weupe wewe si wito kwa nini nchi ya chini anataka roho ya chuma
swa_f0da47d337b5d7c6bff3e111556eeef3,yoh ebu tweet bana hawa wazungu wanakufollow wanadhani unatoka kichakani mahali hakuna net ndo maana hautweetingi skuizi,1,Yooh ebu tweet watoto hao wazungu ni kukufuata wanafikiri wewe ni kutoka kwenye nyasi ambapo hakuna mtandao hivyo si kuweka juu ya scooter
swa_817f179a632b995d2ab37c53859613c3,young african sports club yanga funga hao wazungu tu warudi kwao misri kufanya fujo in swedi mwinyi voice,1,Young Afrika michezo klabu Yangon kufungwa wale weupe tu kurudi nyumbani kwao katika Misri kufanya ghasia katika Sweden
swa_74ba5f530b768d5aaa22371b7ee3b3c7,your obsession with kikuyus is what am talking abt here who do i ask abt it kikuyus this kikuyus that kwani majuu hakuna kazi,1,Kujishughulisha kwako na kikuyus ni nini ninazungumzia Abt hapa nani mimi kuuliza Abt ni kikuyus hii kikuyus kwamba tangu majuu hakuna kazi
swa_854c4a9e988a42bd20bedfd33905b007,vera anauza m per week selfie nigga ananyanduliwa ma dirhams daily boot pale dubai lakini hawa waluya wajinga wanafanya kila kitu kusurvive,1,Vera anauza M kwa wiki selfie Negga ni kulipwa dirhams yangu kila siku boot huko Dubai lakini hawa wanasheria stupid ni kufanya kila kitu kuishi
swa_c99f6107958f0070bf38d0ca96f02432,Waswahili na wajaluo wote hawana akili timamuhei sisi wakisii,1,Wote Swahili na Naluo si smart kutosha kutuacha kwenda.
swa_5391efd7105199c8c8c835c7e4417da1,wakisii ndio hawa mablogger kila mahali,1,Wao ni wanablogu sawa kila mahali.
swa_dd67e6e9d5044ab480b0467295adf837,walevi warudi kwao sauti ya wajaluo,1,Wale wanywaji wanarudi nyumbani kwao sauti ya wale wanywaji
swa_1df9d642dd4ede86a642e8a2eacea1e3,wametahiriwa sidhani hata hao wajaluo,1,Sidhani hata waoga wametahiriwa.
swa_80739db10f53d3d5b076ff831a0646b5,wapee jik wakunywe hao wajaluo wajinga,1,"Wape maji, hao wapumbavu."
swa_1e8f2a8eb88ed672de33be9312ac9390,watu huretweet hawa wazungu mmerogwa,1,Wazungu hawa wanachapishwa kwenye Twitter.
swa_55307b0120ce7c92d3503b30d7e7e36f,watu wa muislamu Nyakundi wanafinywa magendere mkisii ni ww,1,kundi la watu wa Kiislamu ni faini stalls wewe ni katika
swa_51f6c7d88fc8d01a66058b2cf7d163bf,wazungu warudi kwao,1,Wazungu wanarudi nyumbani
swa_eb409504fb742d09bfd18f7b78b50ca2,which kikuyus wacha ujinga wewe mkisii,1,Ambayo kikuyus kukujulisha wewe ni mtoto
swa_6b8f0dbfbb8d6df7ee0f861218767828,woishe mafia ni mjinga kama wakikuyu rt,1,Mafia ni kama kijinga kama Wikuyu Rt.
swa_4b03ff2cc93baa28230a7888c75a991f,woooii mkamba hajakatwa ni mjinga,1,Wooi kamba haikuvunjwa na mpumbavu
swa_279061e0b558c749b2115df147e75fe0,venye umesema loads to see nmefikiria tu haga za wajaluo ntakuja uniambie vile job hukua,1,Wewe alisema mizigo ya kuona Mimi tu kufikiri juu ya hacks ya ngoma si kuja kuniambia jinsi kazi kukua
swa_f5bea1c595b50d231503834c338e4bf8,we ni mjinga wa kupindukia mkikuyu wewe,1,"Wewe ni kijinga mno, wewe ni kubwa sana."
swa_ee295264c50e5ce8091a2e2da3d81b93,Rais huyo ni ya wakikuyu tu hatuoni,1,Rais ni kidogo wa wimp.
swa_1bf6660013209efc90630e80c954ce75,una utani na wajaluo broowarudi kwao,1,Wewe ni kucheza na vipaji.
swa_9fb332a2e699cb81c026100f61aca3f2,unacheki jamaa anajichocha akiwa high ati hakuna kitu hajapitia na hyo time ni kipii mjaluo mjinga hajatahiri,1,Unacheka mshiriki wa familia ambaye ni high na anasema hakuna kitu kilichotokea na wakati ni sahihi
swa_4aab4f2f79709288c496e41f6ba6afce,unashangaa nini hawa wanapiga hao waarabu walevi,1,"Je, unajiuliza hawa Waarabu wanywaji wanafanya nini?"
swa_546dfa8972ef01b694d8042afab27fdd,unataka kuwa tackled na wamasai wajinga,1,Unataka kushindwa na Masai wasio na ujuzi
swa_10bcde5683892b326b5fffc2d7e4347e,unawezakujua hapa wajaluo wanacheza ngoma gani ya asili majibu matano ya kwanza sahihi vocha ya,1,Unaweza kuona hapa ni aina gani ya asili ngoma dancers ni kucheza kwanza tano sahihi majibu
swa_4d847c637d47fe1e32f139642efdb2f6,unayasikia madai ya hawa wahindi,1,Unawasikia Wahindi hao wanadai
swa_a2f02b121f8eeb587558be4c5d6b7f72,ujinga ni wewe na wakisii wenu mjinga,1,Hakika wewe na washirika wako wenye ujinga ni wajinga.
swa_8a31d52862962c53d27440a1670d51cc,your take to where ulishindwa starehe kenya utaiweza wembeniuleule ya kuwamaliza wajaluo,1,kuchukua yako ambapo wewe kushindwa faraja Kenya utakuwa na uwezo wa njia hiyo ya kumaliza mashindano
swa_8ff50405c16ee9daa3dc9824402c0f4e,all these changes for obamaeii maisha yenu kama wajaluo ni kama ya wanyama pori,1,"Mabadiliko haya yote kwa Obama, maisha yako kama pimp ni kama wanyama wa mwitu."
swa_df90464875789e28192cd771c4cf6422,hamna kazi mbaya nimalipo ndo huwa mbaya kwa wajaluo,1,Wewe si kufanya kitu chochote mbaya wakati mimi ni kufanyika.
swa_96199a1bbc4ab0a0fe56de8fa9704115,hao i wish ifike hata hapo ndiyo mtajua economy haibagui wafuasi wa chama tanoterror hao wazungu warudi kwao mapema hapo hakuna wajaluo,1,Wale Natamani itakuja hata hivyo ndiyo unajua uchumi haina ubaguzi wafuasi wa chama cha Tanterrorist wale wazungu kurudi nyumbani kwao mapema hakuna wazungu
swa_627480baf97d9aac21d4ee6c45bce83d,hao ni maasai wakuchunga ngombe,1,Hao ni Masai ambao wanachunga ng'ombe.
swa_e5e1b17c4a1816841c3e05559e6fcea5,hao ni wasap msee masai wa nairobi ni wajanja wah,1,Hawa ni Masai wa Nairobi.
swa_0904a612b741e7a5065ed38e153dc4a1,hawa wazungu wakati mwingine kuwaelewa si rahisihuyu mdada amekuja na furaha kuuuubwa katukusanya na kututangazia kuwa ana mimba,1,Dada huyu mdogo alikuja kwetu akiwa na furaha ya kuuawa.
swa_a93a8badd8b05ca31a9063978800cabc,hawa wahindi wafala wanafollow kwa wingi ili wazipigie promo biashara zao,1,Wafanyabiashara hao Wahindi hufuata kwa wingi ili kuendeleza biashara zao.
swa_158f44f2e23f0be139ed6b56b50a1e7f,hawa jamaa kwa kubaguana hawajambo sijui akiandika kenyan wajaluo wataandamana,1,Watu hawa kwa upendeleo si nzuri Sijui kuandika Kenya nudists itakuwa pamoja
swa_54a725486c1f4d91399fafc2f1115c68,hawa jamaa ni waswahili lazima tutawaua,1,Watu hawa ni Swahili.
swa_e6b492188560807090bc1d557edda4c1,Kisiis wanapenda ndizi hata kuliko maisha yao,1,Kwa hiyo wanapenda sana matango kuliko maisha yao
swa_2dd1077f2c8e153c5c41ecd9da0fb7bb,hawa maafisa watendaj wa vijiji na kata wanawaogopa sana wamasai,1,Maafisa hao wa kijiji na wilaya wanaogopa sana Wamasai.
swa_932e807ab616ad5a90d2257c6452e6db,hawa madem wakikuyu wenye hucheza temple run wao hucheza bila kuacha hata bob,1,Hizi madem-sized tini ambao kucheza hekalu kukimbia wao kucheza bila hata kuacha Bob
swa_232dfac448021b08718890a7b6cb826c,hawa makocha wazungu wametuchelewesha kwenda kombe la dunia,1,Maofisa hao wazungu wametuchelewesha kwenye Kombe la Dunia.
swa_345513c0336f6b1ed56ec46b08880858,Hakuna masaai msomikazi ni kuchunga ngombe tu,1,Hakuna kazi ya mtu yeyote ni kuwa na ng'ombe
